date,OBS_phour,NAM18_uwnd_avg,NAM18_vwnd_avg
2011-02-12,1.68,2.566666666666667,9.345833333333331
2011-02-13,0.83,1.1333333333333335,2.575
2011-02-14,1.93,1.0958333333333334,11.441666666666668
2011-02-15,1.08,0.9541666666666666,6.529166666666668
2011-02-16,1.55,3.9125,3.8375
2011-02-17,0.8,0.5958333333333333,1.5083333333333335
2011-02-18,1.46,-0.6375000000000001,2.7208333333333337
2011-02-19,0.02,-3.0291666666666663,-3.820833333333333
2011-02-20,0.0,0.7125,1.7583333333333335
2011-02-21,0.4,0.9083333333333332,1.2458333333333331
2011-02-22,0.28,8.670833333333333,-2.6166666666666667
2011-02-23,0.98,8.520833333333334,-0.1124999999999999
2011-02-24,0.94,3.233333333333333,0.6791666666666667
2011-02-25,0.0,-4.425,-2.433333333333333
2011-02-26,0.24,0.1666666666666666,2.970833333333333
2011-02-27,1.88,6.416666666666668,8.008333333333333
2011-02-28,1.1,6.7250000000000005,6.308333333333333
2011-03-01,1.19,-1.5166666666666668,3.475
2011-03-02,0.14,1.7208333333333334,9.316666666666666
2011-03-03,0.46,3.329166666666667,5.275
2011-03-04,0.94,-2.108333333333333,4.854166666666667
2011-03-05,0.0,1.7166666666666668,-0.0958333333333333
2011-03-06,0.0,0.3041666666666666,-2.191666666666667
2011-03-07,0.02,1.2333333333333334,1.5208333333333333
2011-03-08,0.28,1.825,4.020833333333333
2011-03-09,3.41,1.4500000000000002,8.579166666666666
2011-03-10,1.05,5.5875,9.570833333333336
2011-03-11,0.18,0.6708333333333333,6.9875
2011-03-13,1.71,-2.0500000000000003,9.016666666666666
2011-03-14,0.62,2.770833333333333,10.116666666666667
2011-03-15,1.26,2.0541666666666667,10.104166666666666
2011-03-16,1.67,4.4375,5.058333333333334
2011-03-17,0.42,-2.254166666666667,4.9125000000000005
2011-03-18,0.54,-2.5458333333333334,4.4375
2011-03-19,0.69,-1.2541666666666669,3.4625
2011-03-20,0.17,-4.358333333333333,-2.6791666666666667
2011-03-21,0.2,1.8625,1.0041666666666669
2011-03-22,0.64,0.0583333333333333,3.6666666666666665
2011-03-23,0.22,-4.179166666666666,1.5375
2011-03-24,0.45,-2.829166666666667,2.0708333333333333
2011-03-25,0.0,-0.6625,2.1
2011-03-26,0.49,-1.1541666666666668,5.337500000000001
2011-03-27,2.73,0.8166666666666665,6.1083333333333325
2011-03-28,0.54,1.820833333333333,5.045833333333333
2011-03-29,1.85,2.225,7.883333333333333
2011-03-30,1.28,4.125,8.545833333333333
2011-03-31,0.82,3.7291666666666665,5.358333333333333
2011-04-01,0.25,1.4125,0.375
2011-04-02,0.14,7.320833333333333,-3.970833333333333
2011-04-03,0.2,3.1166666666666667,1.5916666666666668
2011-04-04,3.12,2.5416666666666665,5.3625
2011-04-05,0.82,6.525,5.070833333333333
2011-04-06,0.16,5.379166666666666,1.5291666666666668
2011-04-07,0.0,0.9291666666666668,-4.070833333333334
2011-04-08,0.0,0.8000000000000002,-2.775
2011-04-09,0.07,2.8541666666666665,2.0875
2011-04-10,1.12,1.1541666666666668,9.408333333333331
2011-04-11,0.05,5.1625,1.6499999999999997
2011-04-12,0.0,0.0291666666666666,2.833333333333333
2011-04-13,0.69,1.7416666666666665,5.933333333333333
2011-04-14,0.81,2.9333333333333336,5.366666666666667
2011-04-15,1.6,-1.8166666666666664,1.3083333333333331
2011-04-16,0.07,3.345833333333333,-1.3083333333333331
2011-04-17,0.0,2.370833333333333,-3.6875
2011-04-18,0.0,2.879166666666667,-2.333333333333333
2011-04-19,0.04,2.0125,-3.266666666666667
2011-04-20,0.0,1.1583333333333332,-4.583333333333333
2011-04-21,0.05,4.791666666666667,-2.6375
2011-04-22,0.02,-0.7083333333333334,-3.395833333333333
2011-04-23,0.0,0.3333333333333333,2.3875
2011-04-24,0.34,1.7916666666666667,5.258333333333334
2011-04-25,1.53,3.1833333333333336,3.2291666666666665
2011-04-26,0.39,4.183333333333334,4.045833333333333
2011-04-27,2.0,3.7458333333333336,6.241666666666666
2011-04-28,0.66,4.495833333333334,2.4958333333333336
2011-04-29,0.2,3.25,-2.120833333333333
2011-04-30,0.0,2.4833333333333334,-2.8375000000000004
2011-05-01,0.0,0.0375,-1.5083333333333335
2011-05-02,0.03,3.875,2.841666666666667
2011-05-03,0.01,3.454166666666667,-2.029166666666667
2011-05-04,0.0,0.0208333333333333,-2.966666666666667
2011-05-05,0.13,2.016666666666667,1.7749999999999997
2011-05-06,1.36,0.9458333333333332,3.608333333333333
2011-05-07,0.27,4.529166666666667,2.4333333333333336
2011-05-08,0.19,2.891666666666667,-1.3041666666666667
2011-05-09,0.0,3.2916666666666665,-3.4625
2011-05-10,0.0,2.316666666666667,0.0083333333333333
2011-05-11,0.81,2.0125,3.7083333333333335
2011-05-12,0.08,1.325,4.6000000000000005
2011-05-13,0.01,-0.2625,-2.5250000000000004
2011-05-14,0.01,1.5916666666666668,-0.8083333333333332
2011-05-15,0.35,3.391666666666667,3.5666666666666664
2011-05-16,0.0,3.5708333333333333,3.025
2011-05-17,0.0,0.1208333333333333,-1.7625
2011-05-18,0.0,2.058333333333333,-1.8833333333333333
2011-05-19,0.0,1.5041666666666669,-1.6625
2011-05-20,0.0,1.4833333333333334,-2.075
2011-05-21,0.04,1.7791666666666668,0.0624999999999999
2011-05-22,0.0,2.3375,-0.4208333333333333
2011-05-23,0.11,1.0333333333333334,0.6958333333333333
2011-05-24,0.0,0.5541666666666667,1.1
2011-05-25,0.61,1.8875,2.2041666666666666
2011-05-26,0.87,2.0125,5.2875000000000005
2011-05-27,0.99,3.466666666666667,4.729166666666667
2011-05-28,0.01,1.7458333333333336,-1.3166666666666669
2011-05-29,0.02,3.1124999999999994,-1.3916666666666666
2011-05-30,0.16,0.3375,1.025
2011-05-31,0.4,0.8333333333333334,-0.5291666666666667
2011-06-01,0.45,2.4166666666666665,1.4708333333333332
2011-06-02,0.73,2.1958333333333333,4.945833333333334
2011-06-03,0.04,-1.9041666666666668,-1.8791666666666669
2011-06-04,0.0,-1.6416666666666666,-3.808333333333333
2011-06-05,0.0,1.7083333333333333,-1.4916666666666665
2011-06-06,0.0,3.1208333333333336,1.1666666666666667
2011-06-07,0.01,4.7,0.6541666666666667
2011-06-08,0.0,3.3208333333333333,-0.1833333333333332
2011-06-09,0.03,1.0291666666666666,-1.6041666666666667
2011-06-10,0.0,1.6458333333333333,-1.4416666666666669
2011-06-11,0.0,1.8375,-2.75
2011-06-12,0.09,1.5,0.2333333333333333
2011-06-13,0.38,2.641666666666667,2.3791666666666664
2011-06-14,0.01,2.091666666666667,-1.3833333333333335
2011-06-15,0.04,3.3041666666666667,-3.3666666666666667
2011-06-16,0.01,2.2875,-3.329166666666667
2011-06-17,0.0,1.4125,-1.3625
2011-06-18,0.57,2.895833333333333,1.3500000000000003
2011-06-19,0.05,2.958333333333333,0.0791666666666666
2011-06-20,0.0,0.8541666666666666,-0.0375
2011-06-21,0.0,0.7875,-0.9041666666666668
2011-06-22,0.0,2.908333333333333,-1.870833333333333
2011-06-23,0.02,3.7375,-1.3583333333333334
2011-06-24,0.2,3.058333333333333,-2.4291666666666667
2011-06-25,0.0,1.575,-4.133333333333334
2011-06-26,0.0,0.9791666666666666,-1.5458333333333334
2011-06-27,0.34,-0.6708333333333334,1.9041666666666668
2011-06-28,0.0,1.3166666666666669,2.35
2011-06-29,0.41,2.358333333333333,3.0041666666666664
2011-06-30,0.01,3.016666666666667,0.2125
2011-07-01,0.0,0.7125,-2.091666666666667
2011-07-02,0.02,1.9916666666666665,-0.9
2011-07-03,0.12,2.608333333333333,-1.6458333333333333
2011-07-04,0.0,1.8666666666666665,-4.275
2011-07-05,0.0,1.6749999999999998,-4.095833333333334
2011-07-06,0.0,1.8875,-3.2875
2011-07-07,0.09,2.441666666666667,-2.204166666666667
2011-07-08,0.0,2.1791666666666667,-2.6791666666666667
2011-07-09,0.0,1.7,-3.266666666666667
2011-07-10,0.0,1.1083333333333332,-0.2041666666666667
2011-07-11,0.0,1.8875,1.4416666666666669
2011-07-12,0.26,0.6916666666666668,2.458333333333333
2011-07-13,0.21,1.7375,2.708333333333333
2011-07-14,0.58,0.5708333333333333,4.104166666666667
2011-07-15,0.76,-0.0625,3.1208333333333336
2011-07-16,0.58,1.3458333333333332,3.766666666666667
2011-07-17,0.04,0.2375,0.1041666666666666
2011-07-18,0.0,0.425,-2.5708333333333333
2011-07-19,0.0,2.279166666666667,-0.9208333333333334
2011-07-20,0.0,1.1625,1.4041666666666668
2011-07-21,0.29,2.6833333333333336,1.275
2011-07-22,0.0,1.3875,-2.595833333333333
2011-07-23,0.0,0.7583333333333334,-2.8083333333333336
2011-07-24,0.0,2.3208333333333333,-1.3958333333333333
2011-07-25,0.13,2.2125,0.1791666666666667
2011-07-26,0.01,2.1166666666666667,-2.7416666666666667
2011-07-27,0.0,2.1,-3.720833333333333
2011-07-28,0.0,1.7875000000000003,-3.5625
2011-07-29,0.0,1.7416666666666665,-2.9625
2011-07-30,0.0,1.7375,-1.7166666666666666
2011-07-31,0.02,1.6541666666666668,-1.4083333333333332
2011-08-01,0.0,1.5458333333333334,-2.504166666666667
2011-08-02,0.0,1.4416666666666664,1.4083333333333332
2011-08-03,0.0,0.9499999999999998,0.0708333333333333
2011-08-04,0.0,2.0375,-1.3458333333333332
2011-08-05,0.03,1.3041666666666665,-0.4749999999999999
2011-08-06,0.02,1.0708333333333335,-2.345833333333333
2011-08-07,0.0,1.1916666666666669,-1.1833333333333331
2011-08-08,0.0,1.4333333333333331,-0.5708333333333333
2011-08-09,0.0,1.5333333333333332,-1.0625
2011-08-10,0.0,0.5666666666666667,-0.7458333333333332
2011-08-11,0.0,1.0041666666666669,-1.8875
2011-08-12,0.0,1.2166666666666666,-2.058333333333333
2011-08-13,0.0,0.7666666666666666,0.1625
2011-08-14,0.0,0.9458333333333334,0.2125
2011-08-15,0.02,0.5041666666666667,-1.6
2011-08-16,0.0,0.8416666666666668,-3.154166666666667
2011-08-17,0.0,1.9083333333333328,-3.3083333333333336
2011-08-18,0.0,1.6208333333333331,-2.2416666666666667
2011-08-19,0.0,1.3791666666666664,-3.120833333333333
2011-08-20,0.0,0.3958333333333333,-2.770833333333333
2011-08-21,0.0,1.6541666666666668,0.3833333333333333
2011-08-22,0.0,0.5750000000000001,5.445833333333333
2011-08-23,0.05,0.425,1.0541666666666667
2011-08-24,0.0,0.5333333333333333,-1.2583333333333333
2011-08-25,0.0,1.7958333333333334,-1.5249999999999997
2011-08-26,0.0,1.3458333333333332,-1.8958333333333333
2011-08-27,0.0,1.7083333333333333,-2.4666666666666663
2011-08-28,0.0,1.6708333333333332,-1.3500000000000003
2011-08-29,0.0,1.8166666666666664,0.925
2011-08-30,0.0,2.8624999999999994,-2.45
2011-08-31,0.0,3.0875,-2.0041666666666664
2011-09-01,0.0,0.8083333333333332,-2.1083333333333334
2011-09-02,0.03,1.304166666666667,-3.3166666666666664
2011-09-03,0.0,-2.579166666666666,-3.0958333333333337
2011-09-04,0.0,-0.2083333333333333,-1.2458333333333331
2011-09-05,0.0,1.1791666666666665,-1.4041666666666668
2011-09-06,0.0,0.1541666666666667,-2.0708333333333333
2011-09-07,0.0,0.6083333333333333,-2.733333333333333
2011-09-08,0.0,1.5291666666666668,-1.7458333333333331
2011-09-09,0.0,0.9333333333333336,-2.1416666666666666
2011-09-10,0.0,0.8291666666666666,-2.4
2011-09-11,0.0,1.2916666666666667,0.4791666666666667
2011-09-12,0.0,0.8208333333333334,2.891666666666667
2011-09-13,0.0,0.7125,0.3916666666666666
2011-09-14,0.0,1.3333333333333333,-0.7208333333333332
2011-09-15,0.52,1.7374999999999998,1.6166666666666665
2011-09-16,0.0,0.6916666666666668,0.1166666666666666
2011-09-17,1.82,0.2625,5.433333333333333
2011-09-18,0.88,0.9833333333333334,5.279166666666666
2011-09-19,0.0,0.5083333333333333,-1.8625
2011-09-20,0.0,-0.0333333333333333,0.2916666666666667
2011-09-21,0.0,0.0916666666666666,1.8875
2011-09-22,0.0,0.0041666666666666,4.841666666666667
2011-09-23,0.0,0.0208333333333333,4.8375
2011-09-24,0.0,-0.1083333333333333,4.5
2011-09-25,0.16,1.9708333333333328,7.962499999999999
2011-09-26,1.97,-0.4625,10.666666666666666
2011-09-27,0.0,2.775,3.925
2011-09-28,0.0,-2.4166666666666665,-2.1750000000000003
2011-09-29,0.0,-1.6666666666666667,1.5041666666666669
2011-09-30,0.02,1.1791666666666667,-1.5541666666666665
2011-10-01,0.02,0.6791666666666667,-0.6083333333333333
2011-10-02,0.21,-2.1416666666666666,2.770833333333333
2011-10-03,0.11,-0.1291666666666667,6.7875000000000005
2011-10-04,0.36,-1.325,7.608333333333333
2011-10-05,0.28,0.7250000000000001,4.558333333333334
2011-10-06,0.02,1.2916666666666667,0.8125
2011-10-07,0.43,1.55,2.35
2011-10-08,0.16,0.4666666666666667,3.1375
2011-10-09,0.27,0.7625000000000001,0.0124999999999999
2011-10-10,0.6,0.9791666666666666,5.891666666666667
2011-10-11,0.65,5.45,7.916666666666668
2011-10-12,0.0,2.5416666666666665,2.529166666666667
2011-10-13,0.0,-2.216666666666667,-2.3125
2011-10-14,0.0,-0.5208333333333334,-2.7583333333333333
2011-10-15,0.0,-0.2916666666666667,-3.1875
2011-10-16,0.0,0.1,-2.5583333333333336
2011-10-17,0.0,-2.0708333333333333,-2.1125000000000003
2011-10-21,0.49,1.5833333333333333,3.9500000000000006
2011-10-22,2.07,2.7625,3.9291666666666663
2011-10-23,0.0,2.3666666666666667,-1.8166666666666669
2011-10-24,0.0,2.7583333333333333,-1.8583333333333327
2011-10-25,0.0,-1.0791666666666666,-2.266666666666667
2011-10-26,0.06,-0.6416666666666667,0.8250000000000001
2011-10-27,0.0,-2.1333333333333333,-0.8791666666666668
2011-10-28,1.19,0.9708333333333335,4.429166666666666
2011-10-29,0.0,-0.2958333333333333,0.6625
2011-10-30,0.69,2.4041666666666663,2.1166666666666667
2011-10-31,0.03,2.5500000000000003,-2.845833333333333
2011-11-01,0.0,-1.5375000000000003,-0.5458333333333333
2011-11-02,2.3,0.3333333333333333,2.708333333333333
2011-11-03,0.3,1.2375,0.225
2011-11-04,0.0,0.2541666666666666,-0.2583333333333332
2011-11-05,0.07,-2.283333333333333,1.7791666666666668
2011-11-06,0.0,-0.5083333333333333,0.0249999999999999
2011-11-07,0.26,0.6625,1.7791666666666666
2011-11-08,0.0,-2.1416666666666666,1.8583333333333327
2011-11-09,0.0,-2.4541666666666666,2.5416666666666665
2011-11-11,0.95,3.2458333333333336,1.475
2011-11-12,1.35,6.025,1.3500000000000003
2011-11-13,0.26,5.425,0.4291666666666667
2011-11-14,0.11,4.683333333333334,-0.8666666666666667
2011-11-15,0.1,0.6416666666666666,-0.0791666666666666
2011-11-16,2.14,-0.15,5.116666666666666
2011-11-17,0.92,8.679166666666667,3.5541666666666667
2011-11-18,0.57,3.6666666666666665,1.5541666666666665
2011-11-19,0.14,0.5750000000000001,-0.8208333333333333
2011-11-20,0.0,-1.0208333333333333,0.5833333333333334
2011-11-21,1.1,1.320833333333333,8.654166666666667
2011-11-22,4.72,3.6583333333333337,11.933333333333332
2011-11-23,1.84,3.6833333333333336,2.9
2011-11-24,0.96,3.1041666666666665,5.191666666666666
2011-11-25,0.01,2.0541666666666667,0.875
2011-11-26,0.02,-1.6,4.879166666666666
2011-11-27,1.45,3.270833333333333,4.866666666666666
2011-11-28,0.0,-0.3583333333333333,-1.875
2011-11-29,1.02,1.125,1.8833333333333333
2011-11-30,0.29,1.0458333333333334,-1.25
2011-12-01,0.0,-2.1333333333333333,-0.375
2011-12-02,0.04,-0.0916666666666667,-1.9916666666666665
2011-12-03,0.0,-0.6625000000000001,-0.8291666666666666
2011-12-04,0.0,-2.091666666666667,-1.1833333333333331
2011-12-05,0.0,-2.3833333333333333,-0.1458333333333333
2011-12-06,0.0,-1.2833333333333334,-0.3833333333333333
2011-12-07,0.0,-0.9208333333333332,-1.0916666666666666
2011-12-08,0.0,-3.0625,-1.1
2011-12-09,0.0,-3.0500000000000003,0.8375
2011-12-10,0.0,0.25,0.5416666666666666
2011-12-11,0.04,0.4000000000000001,-1.4166666666666667
2011-12-12,0.0,-2.9916666666666667,-2.170833333333334
2011-12-13,0.0,-2.1791666666666667,0.3041666666666666
2011-12-14,0.17,-1.3541666666666667,1.8208333333333333
2011-12-15,0.75,1.6625,1.8375
2011-12-16,0.08,-1.5375000000000003,0.25
2011-12-17,0.0,-1.5458333333333332,0.9833333333333334
2011-12-18,0.32,1.7458333333333336,0.175
2011-12-19,0.0,-1.4791666666666667,-0.0291666666666666
2011-12-20,0.23,0.9875,0.2416666666666666
2011-12-21,0.0,-1.2916666666666667,-0.7333333333333333
2011-12-22,0.0,-3.608333333333334,1.5791666666666666
2011-12-23,0.73,-0.3375,2.970833333333333
2011-12-24,0.14,-1.429166666666667,1.7583333333333335
2011-12-25,0.36,4.320833333333334,4.675
2011-12-26,0.22,-0.2083333333333333,3.691666666666667
2011-12-27,1.76,2.404166666666667,8.645833333333334
2011-12-28,2.59,4.595833333333333,7.262499999999998
2011-12-29,1.96,2.8000000000000003,4.541666666666667
2011-12-30,0.28,6.6625000000000005,1.2958333333333334
2011-12-31,0.0,-1.4958333333333331,1.0958333333333332
2012-01-01,0.0,-5.516666666666668,2.4125
2012-01-02,0.64,-1.5833333333333333,5.641666666666668
2012-01-03,0.0,-0.7083333333333334,5.825
2012-01-04,1.92,1.8625,8.95
2012-01-06,0.27,-0.5,1.625
2012-01-07,0.06,-0.1416666666666666,1.5083333333333335
2012-01-08,0.0,-1.758333333333333,1.3125
2012-01-09,0.39,1.025,1.6791666666666665
2012-01-10,0.0,0.3541666666666667,-2.6750000000000003
2012-01-11,0.0,-4.854166666666667,-0.9708333333333332
2012-01-12,0.0,-3.970833333333333,0.5666666666666668
2012-01-13,0.0,-1.375,0.6208333333333332
2012-01-14,0.66,5.845833333333334,0.9333333333333336
2012-01-15,0.9,5.616666666666667,-0.7416666666666666
2012-01-16,1.28,5.104166666666667,1.4875
2012-01-17,0.39,6.929166666666666,1.4583333333333333
2012-01-18,4.88,1.3166666666666669,3.5666666666666664
2012-01-19,2.6106,-4.625929269271486e-17,0.3875
2012-01-20,1.5208,-0.9208333333333334,6.449999999999998
2012-01-21,0.9107,7.879166666666666,4.783333333333334
2012-01-22,1.1511,0.9625,6.5
2012-01-23,0.0,0.0541666666666666,1.2375
2012-01-24,2.8106,0.7541666666666668,8.2125
2012-01-25,0.0405,4.729166666666666,5.020833333333333
2012-01-26,0.6507,4.033333333333332,-0.1375
2012-01-27,0.0012,-1.3625,-0.7625000000000001
2012-01-28,0.0,-1.1291666666666669,2.0583333333333336
2012-01-29,2.9119,2.779166666666667,6.3625
2012-01-30,0.3919,3.3208333333333333,2.2333333333333334
2012-01-31,0.1102,1.1,3.920833333333334
2012-02-01,0.3305,2.5083333333333333,0.8625000000000002
2012-02-02,0.0,-4.491666666666667,0.9375
2012-02-03,0.0,-7.579166666666667,3.308333333333333
2012-02-04,0.0,-5.2875000000000005,2.3916666666666666
2012-02-05,0.0,-4.6125,1.6541666666666668
2012-02-07,0.0006,-6.329166666666668,3.045833333333334
2012-02-08,0.4407,-2.7458333333333336,2.158333333333333
2012-02-09,0.3404,-3.616666666666666,1.7291666666666667
2012-02-10,0.9007,-1.4458333333333335,3.279166666666667
2012-02-11,0.1108,3.0083333333333333,3.95
2012-02-12,0.23,0.1416666666666667,1.1708333333333334
2012-02-13,0.2005,-0.1374999999999999,-0.6083333333333334
2012-02-14,0.541,2.458333333333333,1.7458333333333331
2012-02-15,0.0,-0.8458333333333333,0.45
2012-02-16,0.3609,-0.0416666666666666,3.1750000000000003
2012-02-17,0.7509,0.7208333333333332,2.9916666666666667
2012-02-18,0.6924,9.533333333333331,5.558333333333333
2012-02-19,0.0907,0.925,2.016666666666667
2012-02-20,1.1607,1.5875,3.470833333333333
2012-02-21,2.2212,3.8333333333333335,5.825
2012-02-22,1.7511,7.154166666666666,1.0041666666666669
2012-02-23,0.0203,3.4458333333333333,-0.5375
2012-02-24,0.5907,1.7583333333333335,5.337500000000001
2012-02-25,0.3511,11.6875,-2.345833333333333
2012-02-26,0.2915,4.066666666666666,-1.8416666666666663
2012-02-27,0.0,-1.6333333333333335,-1.5208333333333333
2012-02-28,0.6902,-2.4541666666666666,4.825
2012-02-29,0.6717,6.529166666666666,5.091666666666667
2012-03-01,0.5315,4.470833333333334,0.2416666666666667
2012-03-02,0.211,1.725,4.441666666666666
2012-03-03,0.4509,1.8791666666666664,2.9041666666666663
2012-03-04,0.0,1.0708333333333333,0.6041666666666666
2012-03-05,1.7507,4.479166666666667,1.2875
2012-03-06,0.0203,4.729166666666667,-3.7541666666666655
2012-03-07,0.0,0.6541666666666667,-1.75
2012-03-08,0.0,-0.9541666666666666,2.1875000000000004
2012-03-09,0.021,0.7916666666666666,4.433333333333334
2012-03-10,0.9306,2.045833333333333,4.9375
2012-03-11,0.9508,3.8625,5.183333333333334
2012-03-12,4.67,0.6916666666666665,8.325000000000001
2012-03-13,0.5814,3.7083333333333335,4.8375
2012-03-14,1.3605,-0.2083333333333333,8.004166666666666
2012-03-15,1.4307,4.0875,9.125
2012-03-16,1.1707,2.470833333333333,2.7125
2012-03-17,0.6608,2.5708333333333333,-3.1916666666666664
2012-03-18,0.5613,3.1625,-1.5166666666666666
2012-03-19,0.3906,0.0125,4.154166666666667
2012-03-20,1.061,6.5625,6.1083333333333325
2012-03-21,0.0903,1.2666666666666666,-0.3083333333333334
2012-03-22,0.1908,1.625,0.8458333333333332
2012-03-23,0.0,-2.708333333333333,0.1416666666666667
2012-03-24,0.0,-2.583333333333333,0.8125
2012-03-25,0.4905,2.8875000000000006,0.9291666666666668
2012-03-26,0.0212,0.1416666666666666,3.945833333333333
2012-03-27,0.5306,-3.583333333333333,4.3125
2012-03-28,0.6203,1.2708333333333333,8.920833333333333
2012-03-29,5.1003,3.1916666666666664,7.524999999999999
2012-03-30,0.8012,2.9874999999999994,3.275
2012-03-31,1.4009,-1.4916666666666665,1.7375
2012-04-01,0.7013,5.741666666666666,2.566666666666667
2012-04-02,0.0,-0.6041666666666666,7.354166666666668
2012-04-03,1.5103,2.725,3.091666666666667
2012-04-04,0.8506,2.345833333333333,1.6416666666666666
2012-04-05,0.1403,2.8125,-0.4291666666666667
2012-04-06,0.0205,0.7666666666666666,0.3833333333333333
2012-04-07,0.0001,-4.495833333333334,0.4708333333333334
2012-04-08,0.0,-4.370833333333334,1.4833333333333334
2012-04-09,0.0002,0.35,-0.1916666666666666
2012-04-10,0.0,1.0416666666666667,0.3041666666666666
2012-04-11,0.0002,1.8291666666666664,1.8916666666666664
2012-04-12,0.0003,-0.4083333333333333,2.591666666666667
2012-04-13,0.0001,0.5541666666666668,-1.4
2012-04-14,0.0,2.9375,-0.5208333333333334
2012-04-15,0.1901,1.325,0.6041666666666666
2012-04-16,1.4409,2.579166666666667,2.9416666666666664
2012-04-17,0.3203,-0.6041666666666666,2.4791666666666665
2012-04-18,0.1107,2.7625000000000006,3.4333333333333336
2012-04-19,4.8003,-0.7999999999999999,2.9916666666666667
2012-04-20,2.0703,1.1708333333333334,-0.7208333333333333
2012-04-21,0.0,0.4291666666666665,-0.6958333333333334
2012-04-22,0.0,1.7416666666666665,-0.7166666666666668
2012-04-23,0.0,1.995833333333333,-1.5375000000000003
2012-04-24,0.0004,1.75,1.8416666666666668
2012-04-25,1.4413,1.425,5.095833333333334
2012-04-26,0.8806,4.529166666666667,3.3625000000000003
2012-04-27,0.2808,3.420833333333334,2.9874999999999994
2012-04-28,0.0003,0.7083333333333334,0.9541666666666668
2012-04-29,0.191,2.220833333333333,-0.4166666666666667
2012-04-30,1.3531,6.141666666666668,4.029166666666667
2012-05-01,0.2517,5.3625,1.366666666666667
2012-05-02,0.3714,2.220833333333333,0.2583333333333333
2012-05-03,2.3505,0.7416666666666667,-0.9250000000000002
2012-05-04,0.4012,4.425,-0.5333333333333333
2012-05-05,0.0702,2.558333333333333,-0.0958333333333333
2012-05-06,0.0,0.025,-2.083333333333333
2012-05-07,0.0,-0.95,-0.5583333333333332
2012-05-08,0.0,4.641666666666667,-3.416666666666666
2012-05-09,0.0,3.920833333333333,-4.395833333333333
2012-05-10,0.0004,2.3291666666666666,-4.375
2012-05-11,0.0,-1.9625,-3.0500000000000003
2012-05-13,0.0,0.8624999999999999,-1.2875
2012-05-14,0.0,1.5416666666666667,-0.375
2012-05-15,0.0,2.1875,-0.3541666666666667
2012-05-16,0.0,3.741666666666666,-1.6916666666666664
2012-05-17,0.0,4.3375,-1.4708333333333332
2012-05-18,0.0,3.3041666666666667,-2.3000000000000003
2012-05-19,0.0,1.3291666666666666,-0.8541666666666666
2012-05-20,0.7205,0.8333333333333334,0.3625
2012-05-21,1.6213,1.8291666666666664,4.1375
2012-05-22,2.0215,3.25,4.933333333333334
2012-05-23,0.5418,4.766666666666667,2.1666666666666665
2012-05-24,0.7907,3.170833333333334,-0.4875
2012-05-25,0.0,2.079166666666667,-1.6666666666666667
2012-05-26,0.0,2.891666666666666,0.4375
2012-05-27,0.0004,2.6583333333333337,2.1625
2012-05-28,0.1407,3.3541666666666665,-0.5499999999999999
2012-05-29,0.0,1.8166666666666664,-0.8291666666666666
2012-05-30,0.0002,1.0208333333333333,-0.0333333333333333
